title,price_display,description,propertyType,locality,latitude,longitude,postcode,state,street_address,suburb,bathrooms,bedrooms,parking_spaces,agency_name,amenities
Unfurnished level 16 ocean view studio available for immediate move in,600.0,"Mantra Legends Resort.<br/><br/>Unfurnished renovated studio apartment with all utilities included.<br/><br/>Facilities include a Lagoon pool, outdoor spa, gym , sauna, steam room, restaurants, bar and located centrally in the heart of Surfers Paradise.<br/><br/>100m to the beach and the light rail on your doorstep.<br/><br/>Features.<br/>*Unfurnished.<br/>*1 bedroom.<br/>*1 ensuite.<br/>*Balcony with ocean view.<br/>*Kitchenette.<br/>*Ducted aircon and heating.<br/>*Free Water.<br/>*Free Power.<br/><br/>No onsite parking, street parking or bruce Bishop car park available.<br/><br/>Must have good rental references.<br/><br/>Min 6 month lease.",studio,Surfers Paradise,-28.00467113,153.42973044,4217,Qld,1615/25  Laycock Street,Surfers Paradise,1,1,2,Surfers International Realty,"Balcony, Outside Spa, Swimming Pool - Inground, Air Conditioning, Built-in Wardrobes, Ducted Cooling, Ducted Heating, Gym"
"Large 4Br home + Study Quiet Street , Decked Under Cover Entertaining Area–Multiple Living Spaces–Sunny Rear Yard – 2 Car Parking – Beach / Es",1190.0,"Large 4Br home + Study Quiet Street , Decked Under Cover Entertaining Area–Multiple Living Spaces–Sunny Rear Yard – 2 Car Parking – Beach / Esplanade Minutes Away<br/><br/>Key Features include – <br/><br/>- Updated Kitchen with oversize stainless oven/cook top inc Dishwasher<br/>- 2 x Bathrooms renovated<br/>- Vast Living spaces / timber flooring throughout<br/>- Substantial Master bedroom with mirrored robes/built-in located on 2nd level<br/>- Split system AC <br/>- Large level grassed – paved yard<br/>- 2 x vehicle off street parking + street parking<br/>- Beach / Esplanade very close proximity <br/>- Open plan living <br/><br/>Very rare leasing opportunity with limited properties available - Excellent location in desirable area<br/><br/>Property available to inspect this Saturday 28th Feb 2026 at 10am – 10.15am<br/>",house,Kurnell,-34.01029581,151.20796901,2231,NSW,35 Torres Street,Kurnell,2,4,2,"CASACELI PARTNERS - Bermagui, Sutherland Shire & Gundagai","Open Spaces: 2, Living Areas: 3, Toilets: 2"
Spacious Family Home with Brand‑New Timber Flooring,820.0,"Offering exceptional space, privacy and everyday convenience, this beautifully maintained home is now available for rent for the very first time. Located just a two‑minute walk to the local shopping centre, bus stops, and parks, this property delivers an unbeatable lifestyle where everything you need is right at your doorstep.<br/>The home has just undergone a major upgrade — all carpeted areas have been replaced with brand‑new timber flooring, including all bedrooms, the living room and common areas. Fresh, modern and easy to maintain, this upgrade significantly enhances comfort and appeal.<br/><br/>Property Features<br/>Brand‑new timber flooring throughout all bedrooms, living areas and hallways<br/>Three generous bedrooms, all with built‑in wardrobes two bedrooms include air‑conditioning<br/>Master bedroom with spacious, modern en‑suite<br/>Stylish main bathroom with separate toilet<br/>Well‑appointed kitchen featuring quality appliances and ample pantry storage<br/>Air‑conditioned dining area adjoining the kitchen<br/>Large air‑conditioned living and entertaining room, spacious enough to accommodate a grand piano<br/>Separate internal laundry with abundant storage and direct access to the backyard<br/>Low‑maintenance gardens with peaceful views over the golf course<br/>Large covered outdoor patio, ideal for family gatherings and year‑round entertaining<br/>Garden shed and rainwater tank<br/>Double garage with internal access<br/><br/>Unbeatable Location<br/>2‑minute walk to shopping centre, bus stops and parks<br/>Close to local schools and express public transport<br/>Easy access to major roads and everyday amenities<br/>Quiet, family‑friendly neighbourhood<br/><br/>Book Your Inspection<br/>Contact Betty today to arrange a viewing.<br/>Homes in such a convenient location, especially with brand‑new flooring and generous living spaces, are in high demand and will not stay available for long.<br/> <br/>Apply For This Property Online: https://TheOnsiteManager.com/apply/21170659<br/>(Listing ID: 21170659 )<br/><br/><br/>",house,Mount Ommaney,-27.54752432,152.93369463,4074,Qld,181 Arrabri Avenue,Mount Ommaney,2,3,2,THEONSITEMANAGER - Queensland,"Garage: 2, Air Conditioning, Pets Allowed"
Family Home in Hoppers Crossing!,500.0,"Step into this stunning 3-bedroom home that offers both style and comfort. With 2 bathrooms, including an ensuite, and 2 toilets, this property is perfect for a family looking for convenience and space. The single garage space provides secure parking for your vehicle.<br/><br/>The contemporary design of this house is complemented by its spacious layout, creating a welcoming environment for you to call home. Whether you're relaxing in the living area or enjoying a meal in the dining space, this property offers versatility for your lifestyle needs.<br/><br/>Located in the sought-after area of Hoppers Crossing, this house presents a fantastic opportunity to live in a thriving community. Don't miss your chance to experience modern living in this beautiful family home.",house,Hoppers Crossing,-37.85088,144.675446,3029,Vic,43 Quarrion Court,Hoppers Crossing,2,3,1,RENOWNED REAL ESTATE,"Fully Fenced, Garage: 1, Outdoor Entertaining Area, Remote Garage, Secure Parking, Shed, Air Conditioning, Built-in Wardrobes, Dishwasher, Ensuite: 1, Floorboards, Gas Heating, Toilets: 2"
UNFURNISHED Studio Apartment In Prime Location,430.0,"REGISTER & APPLY HERE: https://app.snug.com/apply/raywhiteeltham<br/><br/>Fabulously filled with natural light from top to bottom, this low-maintenance studio apartment delivers lifestyle in the perfect location.<br/><br/>Set on the 8th floor of a well-maintained complex, safely and securely enter through an elegant marbled foyer. Discover an efficient and effective use of space including kitchen with breakfast bar, room for queen-size bed, serviced by a central bathroom with a walk-in shower.<br/><br/>Close to Queen Victoria Market, major universities, Melbourne Central rail, retail and restaurants, free city trams, Chinatown, and Flagstaff Gardens.<br/><br/>• Kitchen/Meals/Living/Bedroom<br/>• Bathroom <br/>• Panel heating<br/>• Communal laundry facilities<br/>• Key-card and intercom entry<br/><br/>*PHOTO ID REQUIRED AT ALL INSPECTIONS*",apartment,Melbourne,-37.81260297,144.96039992,3000,Vic,804/408 Lonsdale Street,Melbourne,1,1,2,Ray White - ELTHAM,
Modern 2 bedroom apartment in the heart of Macquarie Park,870.0,"Featuring a well designed floorplan, the property includes two generously sized bedrooms with built-in wardrobes, a master bedroom with ensuite, and a main bathroom with quality finishes. The open plan living and dining area flows seamlessly onto the balcony, creating an ideal space for relaxing or entertaining. A secure car space adds extra convenience.<br/><br/>- Two generous bedrooms each with built ins<br/>- Master with ensuite<br/>- Air conditioning<br/>- Striking contemporary kitchen with plenty of bench and cupboard space<br/>- Easy lift access down to shopping centre & restaurants<br/><br/>FACTS<br/>Available: from 23rd March<br/>Parking: 1 secure parking space<br/>Lease term: standard 6 or 12 month leases available<br/>",apartment,Macquarie Park,-33.79297231,151.13384379,2113,NSW,611/23 Halifax Street,Macquarie Park,2,2,1,McGrath - Ryde ,"Balcony, Open Spaces: 1, Air Conditioning, Built-in Wardrobes"
"BRAND NEW, JUST BUILT, SIDE ACCESS FOR BOATS",750.0,"Apply Now (no obligation) by pressing the apply button underneath our contact details.<br/><br/>Introducing a remarkable opportunity at 35 Olearia Street – a just-completed, exquisite family home on a generous flat 626m2 corner block with the added luxury of side access for caravans, campers, boats and trailers. Only one neighbour to one side with a mini reserve adjacent across the street on the other side. <br/><br/>Crafted by the esteemed Simonds Homes, this residence presents a timeless design, seamlessly blending functionality with elegance. The heart of the home, a stunning kitchen, features an expansive walk-in pantry reminiscent of a mini butler's pantry, complete with fridge space. A large island with Caesarstone benchtops takes centre stage, overlooking the dining and living area. Here, Fujitsu air conditioning provides comfort while white quartz-coloured tiles add a touch of sophistication to the alfresco patio, accessible through dual sliding doors that invite an abundance of natural light.<br/><br/>The living spaces are adorned with timber-look floors, offering a light ambiance, while plush carpeting adds a cosy feel to the four bedrooms. With a popular surf mist Colorbond roof, the home's palette is fresh and modern throughout.<br/><br/>Entertainment is a breeze in the separate media room, and the master suite is a sanctuary, complete with air conditioning, a walk-in robe, and a luxury ensuite. Three additional bedrooms share access to another impressive bathroom, complete with both a shower and bath.<br/><br/>Convenience meets style with a remote-controlled double garage and an eye-catching salt and pepper polished aggregate driveway. Located in the new and vibrant Kimna Valley estate, this home is ready for occupancy. Enjoy the comfort of a brand new build.<br/><br/>Marlene Cutter Property has taken care to ensure that the information contained in this advertisement is correct, however, disclaim all liability in respect to any errors, omissions, inaccuracies.<br/>",house,Morayfield,-27.1657874,152.91620773,4506,Qld,35  Olearia Street,Morayfield,2,4,4,Marlene Cutter Property,"Fully Fenced, Garage: 2, Open Spaces: 2, Outdoor Entertaining Area, Remote Garage, Secure Parking, Air Conditioning, Built-in Wardrobes, Dishwasher, Living Areas: 2"
When location matters!!!!,690.0,"Welcome to 12 Buchanan Street, Hamilton - a well-presented home offering a charming blend of modern and original features, plenty of space, and convenience in a sought-after area. <br/><br/>This home is ideally located close to local schools, shops, public transport, and only a short drive to Hamilton CBD. Whether you're a professional couple, small family, or working professionals sharing, this property offers practical living in a great neighbourhood.<br/><br/>Property Features:<br/>• Spacious bedrooms with good natural light<br/>• Modern kitchen with ample storage<br/>• Good sized lounge room with dining nook<br/>• Open plan loft above garage<br/>• Private, low maintenance outdoor area - perfect for relaxing or entertaining<br/>• Off-street parking<br/><br/>PLEASE NOTE THAT FOR INSPECTIONS AND APPLICATIONS WE USE SNUG. TO RECEIVE UPDATES AND NOTIFICATIONS OF INSPECTIONS PLEASE REGISTER WITH SNUG AT:<br/><br/>https://snug.com/renter/ - Please register AND add to your calendar<br/><br/>Disclaimer: Ray White Newcastle have no reason to doubt the accuracy of the property information provided. We request that at all times you inspect the property and make & rely upon your own enquiries.",house,Hamilton,-32.92155026,151.74135329,2303,NSW,12 Buchanan,Hamilton,2,2,1,Ray White Newcastle Lake Macquarie - NEWCASTLE,Garage: 1
Modern Living in a Lakeside Pocket,750.0,"Enjoy the perfect blend of comfort and convenience in this beautifully presented brick-and-tile home. Located in the highly sought-after lakeside suburb of Summerland Point, this residence offers a clean, contemporary aesthetic with plenty of room for the whole family.<br/><br/>Features include:<br/><br/>• Brand new carpet & freshly painted throughout<br/>• 4 Good sized bedrooms<br/>• Walk in robe & ensuite to main bedroom<br/>• Split system air conditioning<br/>• Multiple living areas<br/>• Built in robes to all other bedrooms<br/>• Ceiling fans to all bedrooms<br/>• Dishwasher<br/>• Bath tub to main bathroom<br/>• Linen press<br/>• Undercover alfresco area<br/>• Double garage with internal access<br/>• Large fully fenced yard<br/><br/>Nestled in the heart of Summerland Point, you are just a short walk to the local sporties club, local shops and cafes and just moments away from the sparkling shores of Lake Macquarie, local boat ramps, shopping villages, and pristine beaches.<br/><br/>Ask a questionApply for this property<br/>Welcome to this bright and modern 3-bedroom duplex, offering easy living in a convenient and well-connected location. Thoughtfully designed with high ceilings, plenty of natural light and a functional layout, this home is ideal for families, couples or professionals seeking comfort and style.<br/><br/>Features:<br/><br/>Freshly painted throughout<br/>New blinds installed throughout<br/>Spacious open-plan living and dining area<br/>Well-appointed kitchen with generous storage<br/>Master bedroom with ensuite and built-in robe<br/>Built-in robes to all additional bedrooms<br/>Ducted air conditioning for year-round comfort<br/>Internal access from the garage with electric roller door<br/>Covered outdoor entertaining area in a fully fenced yard<br/>North-facing aspect for beautiful natural light throughout<br/>Just 5 minutes to Wyong train station, this home offers excellent connectivity for commuters. Local shops, cafés and schools are all close by, making day-to-day living easy and convenient. Positioned in a growing, family-friendly pocket of the Central Coast, it's a location that continues to appeal to a wide range of lifestyles.<br/><br/>HOW TO APPLY:<br/>1. View our advertisement and register your interest to view the property<br/>2. Submit your application via realestate.com<br/>3. We will notify you of the next time/s available to inspect<br/>4. Attend an inspection<br/>5. Wait to hear how your application progresses Disclaimer:<br/><br/>This property will not be furnished - furniture shown in photos is for marketing purposes only. While every effort has been made to ensure accuracy of the information provided, Ray White Summerland Point and Charmhaven make no representation and accept no responsibility or liability for any errors or inaccuracies. Prospective tenants are encouraged to conduct their own investigations and enquiries. Images are provided as a guide only and may not reflect the property in its current condition. To register your interest, please click the ""Get in Touch"" button. Applications must be submitted prior to attending an inspection.<br/>",house,Summerland Point,-33.14077714,151.57203842,2259,NSW,33 Summerland Road,Summerland Point,2,4,2,Ray White Summerland Point | Charmhaven,Garage: 2
Comfortable 3 Bedroom Home in a Quiet Castle Hill Pocket,750.0,"The Phone Code for this property is: 30807. Please quote this number when phoning or texting.<br/><br/>Please submit an enquiry to receive a link to the Application Form.<br/><br/>Positioned in a quiet cul-de-sac, 4 Vivien Place, Castle Hill offers a rare opportunity to secure a home on a generous parcel of land in one of the Hills District's most convenient pockets.<br/><br/>Set on a large block, this older-style residence provides comfortable and practical living with plenty of outdoor space. Ideal for tenants seeking yard space, extra parking, or a peaceful setting, the home offers great value in a sought-after suburb.<br/><br/>The property features three well-sized bedrooms, two bathrooms, and a double garage. The living area includes air conditioning for year-round comfort, while the functional kitchen and dining areas provide a practical layout for everyday living.<br/><br/>The expansive backyard offers plenty of room for children to play, gardening enthusiasts, or those who simply appreciate open space.<br/><br/>Property Features:<br/>- 3 bedrooms<br/>- 2 bathrooms<br/>- Double garage<br/>- Air conditioning in living area<br/>- Large block with spacious backyard<br/>- Quiet cul-de-sac location<br/><br/>Conveniently located close to Castle Towers, local schools, parks, and Metro transport, this home offers space, privacy, and excellent accessibility.<br/><br/>An affordable opportunity to lease in a premium Castle Hill location.",house,Castle Hill,-33.72725238,151.00691661,2154,NSW,4 Vivien Place,Castle Hill,2,3,2,Property Listings -                         Australia                                               ,"Garage: 2, Secure Parking, Air Conditioning, Broadband Internet Available, Pets Allowed"
Modern Living in the Heart of Currumbin | Fully Furnished,1200.0,"This beautifully renovated four bedroom home offers space, style, and a quiet neighborhood vibe. The home has a great floor plan with four bedrooms, a spacious lounge/dining area, modern kitchen, huge covered entertaining deck and is being offered fully furnished so you can just move in and make the most of the amazing Gold Coast lifestyle. All this conveniently located in the PBC school catchment and walking distance to Currumbin Fair Shopping Centre, sports fields, parks and only minutes drive to world class beaches!<br/> <br/>Property Highlights:<br/>- Property being offered furnished<br/>- Four bedrooms all with built-ins, ceiling fans and 3 with air conditioning<br/>- Main bedroom has walk in robe and ensuite<br/>- Modern kitchen with dishwasher, gas cooktop and stone benchtops<br/>- Expansive open-plan living and dining area <br/>- Massive undercover deck overlooks your private, fully fenced garden—perfect for weekend BBQs while the kids play on the level lawn<br/>- Both bathrooms have been renovated and main bathroom has separate shower & bathtub<br/>- Separate internal laundry<br/>- Large shed for storage<br/>- NOTE - Garage is not included<br/><br/>Location Highlights -<br/>- Located within the Palm Beach Currumbin (PBC) State High School catchment zone<br/>- Easy walk to local cafes, bus stops, and primary schools<br/>- Just minutes from the airport and world-class beaches<br/>- A short stroll from Currumbin Fair and Currumbin Hills Park<br/><br/>Disclaimer: <br/>All information (including but not limited to the property area, floor size, price, address and general property description) is provided as a convenience to you, and has been provided to LJ Hooker by third parties. LJ Hooker is unable to definitively confirm whether the information listed is correct or 100% accurate. LJ Hooker does not accept any liability (direct or indirect) for any injury, loss, claim, damage or any incidental or consequential damages, including but not limited to lost profits or savings, arising out of or in any way connected with the use of any information, or any error, omission or defect in the information, contained on the Website. Information contained on the Website should not be relied upon and you should make your own enquiries and seek legal advice in respect of any property on the Website. Prices displayed on the Website are current at the time of issue, but may change.",house,Currumbin Waters,-28.1588892,153.46869323,4223,Qld,43A Clives Circuit,Currumbin Waters,2,4,2,LJ Hooker - Southern Gold Coast,"Open Spaces: 2, Ensuite: 1, Living Areas: 2, Toilets: 2"
Stunning 4-bedroom Townhouse - Schofields,780.0,"7 Star real estate proudly presenting 4-bedroom Townhouse with modern features, all spacious bedrooms with built-ins, and a master bedroom with an ensuite. Located in the popular suburb of Schofield's<br/><br/>Key Features:<br/>• 4 Spacious Bedrooms with Built in Wardrobes<br/>• Open Plan kitchen Area with stainless steel appliances, gas cooking, Range Hood and Oven & Dishwasher.<br/>• Brightly floor tiles to living area<br/>• Master Bedroom with en-suite and walk-in robe<br/>• Dining and living area with ample natural light.<br/>• Ducted Air-Conditioning with Dual Zones<br/>• Single Lock Up Garage, with Internal Access & Remote Control, & Single Car Space<br/>• Low Maintenance Backyard with Entertaining alfresco<br/>• Video Intercom<br/><br/>Amenities at the doorstep:<br/><br/>• 550 mm to Galungara, st joseph's Primary School schofields<br/>• 1.9 km to Schofields Train Station, local shopping center (Coles, Woolworths, BWS, McDonalds and other amenities)<br/>• 4.1 km to The Ponds Shopping Centre, Stanhope Village Shopping Centre, Blacktown Leisure Centre -Stanhope<br/>• 5.2 km to Rouse Hill Town Centre<br/>• 7.5 km to Marsden Park Business Park(Costco, IKEA and Bunnings etc. ) <br/><br/><br/><br/>For private inspection, please contact us on [REDACTED PHONE] or <br/>Email - [REDACTED EMAIL]<br/><br/>Disclaimer: All photos are artist impression only. They might finish and furniture that are not included with the property. The information included here with should not be relied upon and you should make your own inquiries and seek advice in respect of this property or any property on this page.",townhouse,Schofields,-33.71005902,150.88237805,2762,NSW,24 Grima Street,Schofields,2,4,2,7 Star Real Estate,"Deck, Garage: 1, Open Spaces: 1, Outdoor Entertaining Area, Remote Garage, Air Conditioning, Built-in Wardrobes, Dishwasher, Ensuite: 1, Floorboards, Intercom, Living Areas: 1"
"Brand New Home with Elegant Features – 28 Zeil Way, White Rock QLD 4306",700.0,"Hero Estate Agents Presents – 28 Zeil Way, White Rock QLD 4306<br/><br/>Brand-New 4-Bedroom Home with Modern Elegance<br/><br/>Experience contemporary living at its finest in this beautifully designed brand-new residence. Showcasing a striking white and grey façade, this home makes a lasting first impression while delivering quality, comfort, and functionality throughout.<br/><br/>Step inside to a light-filled open-plan layout seamlessly connecting the kitchen, dining, and living areas. The stylish kitchen is equipped with stone benchtops, modern appliances, stainless-steel double sink, electric cooktop, oven, and rangehood — perfectly designed for both everyday living and entertaining.<br/><br/>Sliding doors open onto a covered alfresco area, creating effortless indoor-outdoor flow, ideal for relaxing or hosting guests.<br/><br/>With four generously sized bedrooms and two well-appointed bathrooms, this home offers space and comfort for the whole family. All bedrooms include ceiling fans, while the master suite features air conditioning, a walk-in wardrobe, and a private ensuite for added luxury. A separate family room provides additional flexibility for a media space, kids’ retreat, or second living area.<br/><br/>Property Features<br/><br/>• Brand-new construction<br/>• 4 spacious bedrooms with ceiling fans<br/>• Master bedroom with air conditioning, walk-in robe & ensuite<br/>• Large separate family room<br/>• Open-plan kitchen, dining & living area<br/>• Stone benchtops & modern appliances<br/>• Porcelain tiles throughout main living areas<br/>• Security grille doors & windows<br/>• Separate internal laundry<br/>• Double lock-up garage<br/>• Covered alfresco entertaining area<br/>• Fully fenced yard<br/><br/>Prime Location<br/><br/>• 2 minutes to White Rock Adventure Playground & Splash Pad<br/>• 11 minutes to Ripley Satellite Hospital<br/>• 12 minutes to Ripley Valley State School<br/><br/>Rental Details<br/><br/>Rent: $675 per week<br/>Bond: $2,700<br/><br/>Don’t miss this fantastic opportunity to secure a stylish and comfortable home in a growing community.<br/><br/>Click APPLY NOW for pre-approval and we will contact you to arrange a private inspection, or join us at the next scheduled open home.<br/><br/>📝 How to Apply<br/><br/>To apply for this property, simply click on the “APPLY ONLINE” icon and complete all required details via TenantApp:<br/>👉 https://www.tenantapp.com.au/Rentals/Agency/HeroEstateAgents<br/><br/>Before applying, please ensure you have made your own inquiries with your preferred service providers regarding the availability of NBN or other essential services.<br/><br/>🌟 Experience the Best with Hero Estate Agents<br/> Vidhya Krishna Raj<br/>📞 [REDACTED PHONE]<br/>✉️ [REDACTED EMAIL]<br/><br/>Disclaimer: Hero Estate Agents has taken all reasonable steps to ensure the accuracy of the information contained in this advertisement; however, we accept no responsibility for any errors or omissions. Interested parties are encouraged to conduct their own inquiries.",house,White Rock,-27.69403089,152.8264235,4306,Qld,28 Zeil Way,White Rock,2,4,2,Hero Estate Agents - SPRINGFIELD CENTRAL,"Garage: 2, Dishwasher"
